"","MI","Ischemic stroke","Death (all causes)","Transient ischemic attack (TIA)","Clinically relevant bleeding","SE","ICH"
"443",1,3.408,0.8134,1.84,0.3939,3.744,0.3939
"444",1,3.238,1.164,3.462,0.4118,2.749,0.4118
"445",1,2.741,1.475,2.569,0.38,3.71,0.38
"446",1,2.234,1.375,1.463,0.4314,3.456,0.4314
"447",1,3.973,1.111,1.694,0.3385,3.15,0.3385
"448",1,3.355,0.8995,1.01,1.165,3.294,1.165
"449",1,3.423,0.9924,1.223,1.15,6.588,1.15
"450",1,3.248,0.6711,0.9104,0.2216,6.357,0.2216
"451",1,2.768,1.297,0.6922,0.4958,7.205,0.4958
"452",1,3.319,0.9244,0.6459,0.5301,4.23,0.5301
"453",1,3.172,1.187,1.873,0.3979,1.499,0.3979
"454",1,3.415,1.121,1.206,0.5427,2.402,0.5427
"455",1,3.077,1.433,1.728,0.4285,2.117,0.4285
"456",1,4.512,1.28,0.6297,0.5223,1.435,0.5223
"457",1,3.052,1.334,2.342,0.5342,1.089,0.5342
"458",1,3.303,0.5887,4.063,0.5372,1.766,0.5372
"459",1,3.557,1.584,3.788,0.5647,3.255,0.5647
"460",1,3.587,1.345,2.079,0.4912,3.123,0.4912
"461",1,3.104,0.9012,2.472,0.4928,1.487,0.4928
"462",1,2.952,1.567,2.289,0.5764,1.132,0.5764
"463",1,3.24,0.8656,2.336,0.529,1.538,0.529
"464",1,2.81,0.8387,2.449,0.561,0.3416,0.561
"465",1,2.726,0.8673,2.166,0.5531,1.35,0.5531
"466",1,2.727,1.516,2.689,0.5802,1.767,0.5802
"467",1,2.696,0.6598,1.713,0.6598,0.2596,0.6598
"468",1,2.627,1.145,2.431,0.6151,0.03932,0.6151
"469",1,2.411,0.9417,1.949,0.6147,4.71,0.6147
"470",1,3.103,0.8347,2.234,0.5981,5.202,0.5981
"471",1,2.744,0.5446,1.462,0.6245,0.02739,0.6245
"472",1,2.207,0.4871,2.598,0.5828,22.94,0.5828
"473",1,1.925,1.014,1.694,0.5717,9.543,0.5717
"474",1,2.007,1.501,2.326,0.5784,1.453,0.5784
"475",1,1.913,1.152,1.974,0.5361,0.5041,0.5361
"476",1,2.131,0.7552,1.697,0.5321,1.022,0.5321
"477",1,2.038,1.5,1.756,0.5742,0.1382,0.5742
"478",1,2.034,1.297,1.678,0.5991,1.207,0.5991
"479",1,2.014,1.3,1.631,0.5724,1.09,0.5724
"480",1,2.295,0.6863,1.959,0.5772,2.08,0.5772
"481",1,2.136,1.435,1.47,0.6008,0.3087,0.6008
"482",1,1.96,0.9021,1.537,0.5682,3.67,0.5682
"483",1,1.834,0.917,1.538,0.5918,0.6494,0.5918
"484",1,2.501,0.9718,1.186,0.5478,0.7542,0.5478
"485",1,1.939,0.8504,1.332,0.5772,2.349,0.5772
"486",1,2.236,1.783,1.464,0.5597,0.7892,0.5597
"487",1,2.181,1.746,1.4,0.5576,2.411,0.5576
"488",1,2.185,1.851,1.484,0.6041,0.5689,0.6041
"489",1,2.362,1.28,1.541,0.6049,0.7119,0.6049
"490",1,2.208,1.232,1.561,0.5936,0.1923,0.5936
"491",1,2.504,1.872,1.263,0.5751,3.049,0.5751
"492",1,2.829,0.7506,2.374,0.5988,0.9306,0.5988
"493",1,3.316,1.245,2.249,0.5749,2.344,0.5749
"494",1,2.671,1.294,2.029,0.5744,1.665,0.5744
"495",1,2.631,1.935,1.698,0.5759,0.8655,0.5759
"496",1,2.909,1.367,2.163,0.5698,2.501,0.5698
"497",1,2.971,0.9087,3.208,0.5311,3.325,0.5311
"498",1,2.913,0.6713,1.639,0.5311,0.7875,0.5311
"499",1,3.384,5.18,1.349,0.6391,1.557,0.6391
"500",1,3.02,0.913,0.8883,0.6111,2.563,0.6111
"501",1,3.332,1.302,2.124,0.5763,3.425,0.5763
"502",1,3.684,2.108,0.8923,0.4829,1.953,0.4829
"503",1,2.353,2.603,5.967,0.5619,1.652,0.5619
"504",1,3.896,1.988,14.85,0.525,1.326,0.525
"505",1,2.486,1.792,0.5266,0.4843,1.414,0.4843
"506",1,2.701,0.8698,3.668,0.447,1.755,0.447
"507",1,2.592,2.354,1.314,0.5026,1.33,0.5026
"508",1,2.889,1.863,0.6629,0.5664,2.221,0.5664
"509",1,2.663,0.8025,3.035,0.5061,7.457,0.5061
"510",1,2.668,0.4985,3.687,0.5058,13.75,0.5058
"511",1,2.51,0.9405,0.6151,0.4511,34.93,0.4511
"512",1,2.718,2.583,2.448,0.3926,1.252,0.3926
"513",1,2.724,0.8375,0.9297,0.4865,0.7586,0.4865
"514",1,2.999,1.314,2.899,0.5732,0.6055,0.5732
"515",1,2.292,0.6762,12.76,0.6122,1.497,0.6122
"516",1,3.008,0.0727,9.296,0.696,41.67,0.696
"517",1,2.645,24.76,2.106,0.5509,0.006818,0.5509
"518",1,3.106,0.4292,1.942,0.6654,0.0196,0.6654
"519",1,3.149,5.366,1.703,0.5349,1.727,0.5349
"520",1,2.966,0.6581,6.419,0.5531,2.822,0.5531
"521",1,3.259,2.277,0.4518,1.126,5.092,1.126
"522",1,3.29,1.645,0.4771,0.6164,13.04,0.6164
"523",1,3.377,1.382,1.157,0.7244,7.614,0.7244
"524",1,2.964,1.801,1.158,0.354,2.639,0.354
"525",1,3.545,1.718,7.955,0.5725,0.515,0.5725
"526",1,3.082,1.678,0.4367,0.6075,0.04747,0.6075
"527",1,3.257,1.042,0.3319,0.4701,2.81,0.4701
"528",1,3.118,1.565,3.32,0.4602,13.79,0.4602
"529",1,3.21,1.987,0.9897,0.5025,44.59,0.5025
"530",1,3.347,1.993,9.355,0.6272,1.186,0.6272
"531",1,3.128,1.535,12,0.7373,3.166,0.7373
"532",1,2.911,2.227,1.03,0.5002,67.68,0.5002
"533",1,3.269,2.32,2.81,0.7837,29.75,0.7837
"534",1,2.928,1.761,1.353,0.4026,0.4237,0.4026
"535",1,2.987,1.691,2.831,0.8039,0.6868,0.8039
"536",1,3.282,2.028,1.461,0.6004,3.312,0.6004
"537",1,3.116,1.979,1.887,0.7281,1.201,0.7281
"538",1,3.263,1.855,3.951,0.7414,1.959,0.7414
"539",1,3.315,2.147,1.846,0.7607,3.324,0.7607
"540",1,3.233,2.191,0.8335,0.584,4.45,0.584
"541",1,3.26,2.061,0.6997,0.5591,3.494,0.5591
"542",1,3.304,1.424,0.7338,0.5345,4.746,0.5345
"543",1,3.212,2.731,6.093,0.7715,4.627,0.7715
"544",1,3.385,1.915,1.972,0.7911,3.575,0.7911
"545",1,3.312,2.02,6.699,0.7367,7.469,0.7367
"546",1,3.215,1.47,1.682,0.644,1.566,0.644
"547",1,3.231,3.552,9.034,0.8371,0.4372,0.8371
"548",1,3.286,2.87,6.268,0.6378,0.5525,0.6378
"549",1,3.373,2.786,0.07724,0.5022,0.8659,0.5022
"550",1,3.404,5.364,1.137,0.5668,0.3146,0.5668
"551",1,3.279,1.763,1.071,0.6066,0.6038,0.6066
"552",1,3.381,3.082,0.4441,0.783,1.221,0.783
"553",1,3.625,7.359,1.516,0.7203,1.999,0.7203
"554",1,3.392,2.131,2.626,0.6127,2.109,0.6127
"555",1,3.389,13.07,1.934,0.6,0.1812,0.6
"556",1,3.478,0.3241,0.5495,0.4371,1.475,0.4371
"557",1,3.384,4.02,58.03,0.4676,0.1434,0.4676
"558",1,3.437,2.556,1.618,0.6271,0.05514,0.6271
"559",1,3.361,2.087,4.07,0.6591,0.2021,0.6591
"560",1,3.307,1.622,2.583,0.6531,3.113,0.6531
"561",1,3.209,1.399,3.08,0.4675,0.2698,0.4675
"562",1,3.206,0.9311,2.467,0.5364,0.2938,0.5364
"563",1,2.901,1.371,2.591,0.545,0.2181,0.545
"564",1,3.052,1.68,1.673,0.6157,0.3801,0.6157
"565",1,2.85,1.272,3.083,0.5246,0.3062,0.5246
"566",1,3.066,1.994,1.807,0.603,1.045,0.603
"567",1,2.863,1.345,1.611,0.6331,1.053,0.6331
"568",1,2.932,1.098,1.429,0.726,2.165,0.726
"569",1,2.872,1.237,1.052,0.4577,2.39,0.4577
"570",1,3.213,1.362,0.9735,0.5748,1.028,0.5748
"571",1,2.95,0.9731,0.4661,0.2945,2.786,0.2945
"572",1,2.824,2.356,1.96,0.3574,1.737,0.3574
"573",1,3.125,0.2459,0.1465,0.533,49.6,0.533
"574",1,2.83,3.14,0.1721,0.3173,3.045,0.3173
"575",1,3.312,0.8514,0.2792,0.209,0.195,0.209
"576",1,3.313,2.222,0.3223,0.4644,0.08783,0.4644
"577",1,3.143,2.269,0.6704,0.6529,0.1526,0.6529
"578",1,3.312,0.7348,1.221,0.4178,0.4173,0.4178
"579",1,2.872,0.8302,4.925,0.01912,0.6396,0.01912
"580",1,3.324,0.8203,0.3522,0.04246,4.631,0.04246
"581",1,2.874,0.6655,1.074,0.3781,0.1518,0.3781
"582",1,2.904,0.658,0.8987,0.3185,0.9528,0.3185
"583",1,2.781,0.7535,0.5788,0.7026,3.556,0.7026
"584",1,2.633,1.648,0.4011,0.6792,0.1115,0.6792
"585",1,2.942,1.559,1.626,0.6983,1.6,0.6983
"586",1,3.316,1.588,0.757,0.216,0.7299,0.216
"587",1,3.039,0.8188,1.051,0.6688,0.3604,0.6688
"588",1,3.123,1.088,0.8904,0.5569,0.4581,0.5569
"589",1,3.035,1.069,1.549,0.4587,0.1248,0.4587
"590",1,3.393,2.483,2.472,0.3064,0.5473,0.3064
"591",1,2.028,1.114,0.411,0.5053,0.2966,0.5053
"592",1,2.958,1.16,0.3074,0.7158,0.2166,0.7158
"593",1,1.916,1.279,0.2646,0.6636,0.1729,0.6636
"594",1,2.894,1.207,3.247,0.4416,0.05214,0.4416
"595",1,2.708,1.351,0.8074,0.3718,1.065,0.3718
"596",1,1.081,1.971,0.8205,0.3777,0.01762,0.3777
"597",1,3.763,0.9075,2.02,0.5992,0.04006,0.5992
"598",1,3.57,1.067,1.486,0.3801,0.3888,0.3801
"599",1,2.754,1.066,2.07,0.4349,2.226,0.4349
"600",1,3.806,1.064,4.891,0.4423,1.041,0.4423
"601",1,2.822,0.6911,2.987,0.453,0.2635,0.453
"602",1,2.553,2.641,1.34,0.4567,0.3645,0.4567
"603",1,2.926,1.828,3.058,0.5106,0.5989,0.5106
"604",1,4.123,0.7497,2.145,0.4824,0.3181,0.4824
"605",1,3.904,0.6609,5.873,0.394,0.48,0.394
"606",1,2.605,0.8332,2.163,0.4207,1.398,0.4207
"607",1,3.254,1.388,2.786,0.4015,0.203,0.4015
"608",1,4.26,1.21,2.462,0.4697,5.315,0.4697
"609",1,3.478,1.315,1.539,0.634,0.1328,0.634
"610",1,3.491,1.818,2.895,0.5299,0.2806,0.5299
"611",1,4.45,1.528,0.3424,0.3976,0.3439,0.3976
"612",1,4.586,1.924,0.5136,0.3598,4.275,0.3598
"613",1,2.829,1.503,8.042,0.3696,0.5966,0.3696
"614",1,2.318,1.849,2.242,0.5383,17.93,0.5383
"615",1,3.318,1.89,0.925,0.4006,1.891,0.4006
"616",1,3.934,1.419,0.6893,0.4761,2.352,0.4761
"617",1,4.044,1.048,0.4127,0.5751,6.265,0.5751
"618",1,3.595,1.421,2.015,0.8422,0.6283,0.8422
"619",1,4.287,1.806,1.72,0.6318,158,0.6318
"620",1,3.337,1.336,3.125,0.3658,2.139,0.3658
"621",1,3.457,1.68,3.135,0.2894,12.29,0.2894
"622",1,3.582,1.39,1.874,0.3424,3.774,0.3424
"623",1,3.548,1.641,1.631,0.1409,2.213,0.1409
"624",1,3.514,2.155,2.624,0.0774,3.551,0.0774
"625",1,3.548,1.569,1.998,0.2961,15.71,0.2961
"626",1,3.654,1.67,1.692,0.3413,7.19,0.3413
"627",1,3.487,1.456,2.299,0.6007,104.6,0.6007
"628",1,3.607,2.969,2.141,0.984,14.67,0.984
"629",1,3.594,1.278,1.335,1.405,46.98,1.405
"630",1,3.54,1.206,1.414,1.137,5.029,1.137
"631",1,3.288,0.171,2.052,0.4569,0.3334,0.4569
"632",1,3.172,1.458,1.742,0.3959,0.1584,0.3959
"633",1,4.119,1.759,1.677,0.546,30.86,0.546
"634",1,3.467,1.304,2.289,0.758,2.202,0.758
"635",1,3.392,1.43,2.819,0.5538,0.5738,0.5538
"636",1,2.671,1.649,2.129,3.855,1.38,3.855
"637",1,3.205,2.081,2.29,1.343,1.332,1.343
"638",1,3.516,1.784,1.948,0.6078,2.763,0.6078
"639",1,3.042,1.714,5.157,0.4664,1.773,0.4664
"640",1,3.733,1.475,3.998,0.4647,1.009,0.4647
"641",1,3.19,1.693,5.008,0.4412,5.509,0.4412
"642",1,3.529,1.718,0.006089,4.043,1.276,4.043
"643",1,3.022,2.657,0.01913,0.6467,6.16,0.6467
"644",1,3.052,2.954,0.09192,0.5515,2.964,0.5515
"645",1,3.004,1.964,0.2888,0.6585,2.685,0.6585
"646",1,3.027,1.344,0.07289,0.5612,2.294,0.5612
"647",1,3.045,2.321,0.06814,0.2429,1.612,0.2429
"648",1,3.178,2.47,0.3107,0.208,3.106,0.208
"649",1,3.346,1.4,8.168,0.5158,2.125,0.5158
"650",1,3.245,1.3,8.403,0.6576,6.661,0.6576
"651",1,3.653,2.463,0.04825,0.6184,1.502,0.6184
"652",1,3.264,2.271,1.115,0.5731,1.852,0.5731
"653",1,3.45,2.003,1.155,2.206,3.63,2.206
"654",1,3.827,2.102,3.614,0.5246,2.987,0.5246
"655",1,3.911,2.024,2.782,1.121,1.086,1.121
"656",1,3.468,1.936,2.838,0.1036,4.086,0.1036
"657",1,2.709,2.498,55.4,0.02302,8.011,0.02302
"658",1,2.766,2.017,0.3686,0.05075,4.164,0.05075
"659",1,2.37,2.106,1.154,0.3141,4.181,0.3141
"660",1,2.376,1.497,0.08178,0.3696,5.717,0.3696
"661",1,2.498,1.259,0.6941,0.7216,3.939,0.7216
"662",1,2.708,2.086,0.7621,0.3675,3.03,0.3675
"663",1,3.048,1.677,8.98,0.5163,4.438,0.5163
"664",1,2.226,1.438,1.166,1.699,4.154,1.699
"665",1,3.041,1.927,0.1913,0.4229,5.173,0.4229
"666",1,2.811,2.14,7.173,0.3113,5.597,0.3113
"667",1,3.02,0.9832,0.827,0.4344,5.963,0.4344
"668",1,3.241,1.449,0.9823,0.5902,6.858,0.5902
"669",1,2.893,1.327,0.3859,0.4606,6.528,0.4606
"670",1,3.743,1.45,4.138,0.6036,7.796,0.6036
"671",1,3.223,1.383,0.7649,1.142,5.532,1.142
"672",1,3.181,1.223,0.401,0.5807,7.203,0.5807
"673",1,3.292,1.27,0.2842,0.6637,7.444,0.6637
"674",1,3.311,0.6118,6.47,0.2521,7.099,0.2521
"675",1,3.141,0.5171,7.308,0.4484,6.993,0.4484
"676",1,3.237,0.6664,1.732,0.8546,8.341,0.8546
"677",1,2.975,2.512,0.6641,0.745,7.183,0.745
"678",1,3.642,2.583,3.636,0.8043,8.271,0.8043
"679",1,3.239,1.331,1.503,0.2145,19,0.2145
"680",1,3.507,1.93,1.922,0.6728,29.16,0.6728
"681",1,3.912,1.275,1.122,0.4146,1.01,0.4146
"682",1,4.042,1.674,1.989,0.4123,0.8002,0.4123
"683",1,3.373,1.696,2.17,0.4016,122.6,0.4016
"684",1,3.82,1.397,3.011,0.6088,22.27,0.6088
"685",1,4.163,1.722,1.884,0.4246,12.34,0.4246
"686",1,4.283,1.589,1.837,0.6095,1.122,0.6095
"687",1,4.083,1.29,1.096,0.5189,19.41,0.5189
"688",1,4.551,1.918,2.177,0.5346,0.5714,0.5346
"689",1,4.002,2.07,0.4168,0.5995,6.316,0.5995
"690",1,4.078,2.051,0.9557,0.5129,2.727,0.5129
"691",1,4.267,0.7854,0.8525,0.4341,0.441,0.4341
"692",1,3.968,1.91,0.8197,0.5739,0.7215,0.5739
"693",1,3.454,2.161,3.948,0.4067,0.717,0.4067
"694",1,3.595,2.185,0.4514,1.211,2.195,1.211
"695",1,3.264,1.361,0.5522,0.5886,2.103,0.5886
"696",1,3.301,1.363,1.295,0.387,0.9906,0.387
"697",1,2.337,1.829,4.631,0.514,1.2,0.514
"698",1,3.076,1.901,1.084,0.4659,1.994,0.4659
"699",1,3.611,1.67,0.4501,0.4538,0.6557,0.4538
"700",1,2.65,1.668,2.678,0.3768,2.258,0.3768
"701",1,3.149,1.534,1.794,0.4201,1.731,0.4201
"702",1,2.822,1.718,3.641,0.315,1.102,0.315
"703",1,3.243,1.403,1.325,0.3219,1.417,0.3219
"704",1,2.637,0.7391,2.12,0.4915,0.6017,0.4915
"705",1,3.034,0.617,0.8467,0.4941,0.7618,0.4941
"706",1,2.779,0.9509,0.6371,0.6525,1.84,0.6525
"707",1,2.578,0.8028,0.8722,0.4057,4.875,0.4057
"708",1,2.895,1.851,7.776,0.4049,0.5554,0.4049
"709",1,2.825,0.8699,1.583,0.3718,0.1098,0.3718
"710",1,3.056,1.021,0.8409,0.3733,0.3192,0.3733
"711",1,3.013,1.624,0.4569,0.4654,1.019,0.4654
"712",1,3.178,1.12,0.9604,0.45,5.228,0.45
"713",1,3.158,0.9383,5.279,0.4516,1.406,0.4516
"714",1,2.931,1.367,0.4502,0.4684,2.179,0.4684
"715",1,3.066,1.184,16.73,0.4389,3.112,0.4389
"716",1,2.983,0.7788,1.003,0.4345,3.029,0.4345
"717",1,3.118,1.485,0.5759,0.509,2.871,0.509
"718",1,2.891,1.761,0.7466,0.6519,3.114,0.6519
"719",1,3.066,1.43,0.1609,0.2805,3.37,0.2805
"720",1,3.25,1.513,0.2237,0.4599,3.237,0.4599
"721",1,3.047,1.335,2.234,0.423,4.391,0.423
"722",1,3.082,1.571,3.454,0.433,3.559,0.433
"723",1,2.954,1.416,24.26,0.5111,3.185,0.5111
"724",1,3.086,1.453,0.9801,0.4397,3.856,0.4397
"725",1,2.929,1.52,0.02275,0.477,3.815,0.477
"726",1,3.131,1.361,0.3795,0.4314,6.289,0.4314
"727",1,2.941,1.412,0.8428,0.3884,6.184,0.3884
"728",1,3.275,1.38,0.1122,0.4512,4.415,0.4512
"729",1,3.369,1.42,1.301,1.071,5.55,1.071
"730",1,2.959,1.329,0.6211,0.2552,2.902,0.2552
"731",1,3.192,1.306,6.356,0.2948,3.509,0.2948
"732",1,3.14,1.388,0.2208,0.7393,0.3784,0.7393
"733",1,3.196,1.432,1.072,0.5315,1.855,0.5315
"734",1,3.176,1.414,0.01045,0.4881,0.8117,0.4881
"735",1,3.216,1.437,2.233,0.7046,0.3519,0.7046
"736",1,3.357,1.431,0.4274,1.155,35.43,1.155
"737",1,3.251,1.47,0.1094,0.6101,0.3936,0.6101
"738",1,3.299,1.349,0.4771,0.5956,1.939,0.5956
"739",1,3.352,1.415,0.06819,0.4231,7.292,0.4231
"740",1,3.408,1.476,0.3405,0.4778,0.5766,0.4778
"741",1,3.269,1.596,1.439,0.431,3.395,0.431
"742",1,3.309,1.534,0.2639,0.5056,5.04,0.5056
"743",1,3.535,1.442,0.5061,0.564,2.632,0.564
"744",1,3.087,1.288,0.8135,0.522,3.347,0.522
"745",1,3.396,1.252,1.016,0.566,8.992,0.566
"746",1,3.278,1.348,0.875,0.5419,0.9967,0.5419
"747",1,3.318,1.775,0.06071,0.3248,1.294,0.3248
"748",1,3.309,1.787,31.43,0.39,2.03,0.39
"749",1,3.018,1.391,1.574,0.325,4.569,0.325
"750",1,2.882,1.424,2.547,0.2984,0.5282,0.2984
"751",1,3.165,1.298,2.259,0.3858,0.7172,0.3858
"752",1,3.342,1.263,1.453,0.3648,5.387,0.3648
"753",1,3.016,1.322,1.569,0.3991,1.332,0.3991
"754",1,3.25,1.291,0.7534,0.3746,1.557,0.3746
"755",1,3.184,1.308,1.44,0.4549,3.015,0.4549
"756",1,4.05,1.297,1.447,0.3343,0.9618,0.3343
"757",1,2.921,1.089,1.926,0.328,1.063,0.328
"758",1,2.874,1.107,2.813,0.3546,2.845,0.3546
"759",1,3.307,1.191,3.487,0.3501,2.901,0.3501
"760",1,2.784,1.246,3.978,0.3471,2.561,0.3471
"761",1,3.781,1.283,3.529,0.3782,4.967,0.3782
"762",1,4.097,1.087,2.94,0.3526,1.12,0.3526
"763",1,3.46,1.009,3.864,0.2469,7.891,0.2469
"764",1,3.362,0.9231,2.464,0.531,3.267,0.531
"765",1,3.923,1.332,2.629,0.3499,0.07268,0.3499
"766",1,3.715,1.364,2.912,0.6074,34.83,0.6074
"767",1,3.014,1.446,2.761,0.4543,2.81,0.4543
"768",1,3.385,1.504,2.615,0.5927,1.444,0.5927
"769",1,3.101,1.362,2.417,0.3804,0.6906,0.3804
"770",1,2.888,1.377,2.604,0.1953,1.246,0.1953
"771",1,3.425,1.39,1.891,0.3427,0.2794,0.3427
"772",1,3.153,1.36,1.834,0.3915,1.313,0.3915
"773",1,3.25,1.349,2.489,0.3033,4.355,0.3033
"774",1,3.397,1.353,2.233,0.8366,2.981,0.8366
"775",1,2.767,1.35,2.459,0.7192,2.225,0.7192
"776",1,2.921,1.174,3.748,0.5457,0.9396,0.5457
"777",1,2.592,1.425,0.8345,0.4041,1.744,0.4041
"778",1,2.746,1.416,0.5674,0.4684,1.046,0.4684
"779",1,3.227,1.412,1.035,0.4184,3.636,0.4184
"780",1,3.113,1.377,0.7392,0.306,2.615,0.306
"781",1,3.267,1.604,1.44,0.5587,4.773,0.5587
"782",1,2.968,1.311,0.2825,0.3658,0.2731,0.3658
"783",1,3.15,1.337,1.091,0.413,1.255,0.413
"784",1,3.114,1.119,1.094,0.316,0.519,0.316
"785",1,3.065,1.462,0.7904,0.457,0.7869,0.457
"786",1,3.27,1.407,1.813,0.4142,0.3737,0.4142
"787",1,3.31,1.392,2.016,0.4587,0.1023,0.4587
"788",1,3.416,1.157,0.7318,0.4738,0.002017,0.4738
"789",1,3.275,1.651,2.949,0.3244,4.709,0.3244
"790",1,3.295,1.078,1.294,0.3079,0.2843,0.3079
"791",1,3.379,0.9784,1.316,0.2939,1.569,0.2939
"792",1,3.413,1.114,1.459,0.5133,1.607,0.5133
"793",1,3.399,1.158,1.328,0.571,1.584,0.571
"794",1,3.315,0.9442,1.617,0.462,0.1504,0.462
"795",1,3.139,1.98,2.678,0.4787,0.1316,0.4787
"796",1,3.111,1.314,0.9499,0.3782,2.667,0.3782
"797",1,3.211,1.39,1.626,0.3409,0.8356,0.3409
"798",1,3.409,1.019,1.257,0.3935,0.4929,0.3935
"799",1,3.267,0.9765,1.242,0.4901,0.989,0.4901
"800",1,3.151,1.076,2.913,0.465,1.796,0.465
"801",1,3.356,1.155,1.221,0.4766,1.335,0.4766
"802",1,2.845,1.633,0.9251,0.2803,0.4236,0.2803
"803",1,3.158,0.8604,0.9909,0.3879,1.334,0.3879
"804",1,3.202,2.019,1.214,0.4367,2.694,0.4367
"805",1,3.493,0.1394,0.68,0.3596,6.213,0.3596
"806",1,3.303,0.7623,1.46,0.4372,1.934,0.4372
"807",1,3.291,1.517,2.233,0.2806,4.178,0.2806
"808",1,3.725,2.236,2.235,0.4655,4.314,0.4655
"809",1,3.646,0.2159,1.799,0.2957,2.858,0.2957
"810",1,3.225,7.896,0.5298,0.4403,2.229,0.4403
"811",1,3.332,0.5725,0.4644,0.3481,1.836,0.3481
"812",1,2.863,1.752,2.802,0.4047,2.286,0.4047
"813",1,3.019,0.9733,2.035,0.4211,1.42,0.4211
"814",1,2.941,1.947,1.924,0.5275,1.68,0.5275
"815",1,2.853,1.804,0.7357,0.335,1.913,0.335
"816",1,2.815,2.616,0.6449,0.3566,1.128,0.3566
"817",1,2.881,1.167,1.88,0.8308,1.134,0.8308
"818",1,2.666,1.686,2.984,1.322,1.272,1.322
"819",1,2.506,0.6041,1.508,0.6734,1.336,0.6734
"820",1,2.621,6.064,1.676,0.6071,1.324,0.6071
"821",1,2.532,1.944,2.33,0.2258,1.793,0.2258
"822",1,2.597,0.375,1.439,0.2437,0.903,0.2437
"823",1,2.735,0.5179,1.382,0.4796,1.26,0.4796
"824",1,2.911,1.04,2.047,0.3627,1.308,0.3627
"825",1,2.848,1.321,2.667,0.4123,1.135,0.4123
"826",1,2.874,1.208,2.026,0.5997,0.9637,0.5997
"827",1,3.114,1.626,1.932,0.4568,1.41,0.4568
"828",1,3.285,1.632,1.795,0.2738,2.084,0.2738
"829",1,2.899,1.361,1.473,0.4251,1.01,0.4251
"830",1,2.885,1.625,2.024,0.2626,0.4632,0.2626
"831",1,2.996,1.245,2.058,0.7196,0.5826,0.7196
"832",1,2.904,0.8559,1.933,0.2875,3.635,0.2875
"833",1,2.924,2.328,3.928,0.745,0.3997,0.745
"834",1,2.896,1.589,1.828,0.3545,0.8616,0.3545
"835",1,2.89,2.274,2.039,0.3751,2.322,0.3751
"836",1,2.866,1.995,2.33,0.7013,0.7605,0.7013
"837",1,2.923,2.102,2.657,0.489,0.354,0.489
"838",1,2.78,1.78,5.56,0.4018,1.845,0.4018
"839",1,2.802,1.74,0.9498,0.4443,0.802,0.4443
"840",1,2.812,1.725,3.986,0.4794,1.049,0.4794
"841",1,2.803,1.696,1.425,0.4917,2.15,0.4917
"842",1,2.845,1.461,1.022,0.4409,2.014,0.4409
"843",1,2.795,1.324,1.7,0.5504,1.533,0.5504
"844",1,2.815,1.546,2.029,0.3806,2.453,0.3806
"845",1,2.798,1.243,3.529,0.4664,2.704,0.4664
"846",1,2.818,1.076,0.2003,0.4585,0.955,0.4585
"847",1,2.779,1.022,3.094,0.4312,0.4611,0.4312
"848",1,2.776,1.094,7.926,0.3987,17.03,0.3987
"849",1,2.796,1.382,0.02922,0.4248,1.578,0.4248
"850",1,2.788,1.119,0.2655,0.4415,1.037,0.4415
"851",1,2.785,1.122,1.185,0.4418,5.714,0.4418
"852",1,2.811,1.262,1.647,0.3951,0.2028,0.3951
"853",1,2.743,1.585,2.015,0.5573,2.498,0.5573
"854",1,2.75,1.141,2.05,0.5261,0.3469,0.5261
"855",1,2.838,1.344,6.975,0.5682,0.08031,0.5682
"856",1,2.811,1.236,1.512,0.4845,0.3748,0.4845
"857",1,2.829,1.582,4.159,0.482,5.027,0.482
"858",1,2.742,1.869,1.263,0.3794,2.021,0.3794
"859",1,2.767,0.3184,1.937,0.4024,0.2363,0.4024
"860",1,2.777,3.534,1.007,0.407,8.002,0.407
"861",1,2.755,0.2377,1.866,0.4271,1.162,0.4271
"862",1,2.754,3.03,1.859,0.4723,6.364,0.4723
"863",1,2.754,0.5978,2.594,0.4985,0.9625,0.4985
"864",1,2.764,1.631,0.9738,0.3992,4.018,0.3992
"865",1,2.792,1.185,3.732,0.6241,0.0002958,0.6241
"866",1,2.768,2.606,4.075,0.4519,5.402,0.4519
"867",1,2.794,0.8832,3.562,0.6533,0.6694,0.6533
"868",1,2.764,0.8075,6.476,0.6129,0.344,0.6129
"869",1,2.779,3.909,2.227,0.3702,0.04554,0.3702
"870",1,2.778,1.29,2.619,0.4153,1.834,0.4153
"871",1,2.784,0.3132,1.201,0.4643,1.209,0.4643
"872",1,2.76,0.4218,1.746,0.4262,1.648,0.4262
"873",1,2.78,1.592,2.044,0.4231,1.361,0.4231
"874",1,2.77,1.315,1.567,0.3809,2.178,0.3809
"875",1,2.766,0.9736,2.083,0.4267,1.878,0.4267
"876",1,2.78,0.9181,1.388,0.4418,2.287,0.4418
"877",1,2.763,1.204,1.38,0.4182,1.264,0.4182
"878",1,2.8,0.5742,0.07889,0.4755,1.144,0.4755
"879",1,2.787,7.576,0.4161,0.4758,0.856,0.4758
"880",1,2.78,0.5946,3.377,0.5411,1.197,0.5411
"881",1,2.773,0.8658,0.5561,0.4737,1.387,0.4737
"882",1,2.772,1.415,1.37,0.5657,1.5,0.5657
"883",1,2.775,1.246,0.3339,0.3804,1.305,0.3804
"884",1,2.79,2.703,4.431,0.3966,1.564,0.3966
"885",1,2.782,1.109,0.1192,0.4333,1.476,0.4333
"886",1,2.774,1.659,0.4068,0.4807,0.7599,0.4807
