"","mu.mean.5.","mu.mean.1.","mu.mean.6.","mu.mean.7.","mu.mean.17.","mu.mean.15.","mu.mean.16."
"28248",-5.139,-4.5708,-3.654,-2.7316,-3.3344,-3.796,-5.4987
"28249",-4.8391,-4.5498,-3.234,-2.8566,-2.5804,-4.156,-5.6667
"28250",-5.0551,-4.5458,-3.617,-4.0606,-2.7374,-5.177,-5.1177
"28251",-5.0951,-4.5438,-3.625,-3.1376,-3.0364,-4.9147,-5.3037
"28252",-5.2121,-4.5488,-3.7,-3.0803,-2.8872,-4.8717,-5.7022
"28253",-4.9321,-4.5531,-3.412,-3.2338,-2.8912,-4.2591,-5.8362
"28254",-4.9891,-4.5491,-3.636,-2.8672,-2.6491,-4.3081,-5.7642
"28255",-4.7801,-4.5551,-3.6893,-3.0372,-3.1101,-4.7301,-5.5205
"28256",-5.1861,-4.6128,-3.3623,-4.5592,-3.2101,-5.2083,-5.7875
"28257",-5.11709,-4.5598,-3.5643,-4.4093,-3.5219,-4.5283,-5.6545
"28258",-5.10076,-4.5678,-3.5103,-4.7273,-3.1849,-5.2533,-5.7296
"28259",-5.225391,-4.539,-3.5475,-5.2953,-3.1515,-5.2843,-6.139
"28260",-4.934391,-4.529,-3.4317,-4.6293,-3.2805,-4.4863,-5.5562
"28261",-4.970391,-4.542,-3.4097,-4.2063,-3.5219,-4.7723,-5.6092
"28262",-4.630391,-4.541,-3.5587,-5.1533,-2.5509,-4.0523,-5.3224
"28263",-4.797391,-4.6186,-3.5777,-4.1533,-2.6229,-4.5285,-5.6163
"28264",-4.756391,-4.6256,-3.6097,-3.7733,-3.1389,-3.5835,-5.4093
"28265",-4.808391,-4.6206,-3.7659,-4.4863,-2.7579,-4.57067,-5.5993
"28266",-4.751391,-4.5831,-3.5671,-5.4013,-3.5649,-4.00076,-5.9213
"28267",-4.881391,-4.5741,-3.3199,-5.2703,-3.1079,-4.05576,-5.6013
"28268",-4.790391,-4.6234,-3.4559,-4.0423,-3.2162,-3.76376,-5.7106
"28269",-5.1825,-4.5994,-3.4609,-2.9577,-2.9492,-3.29476,-5.7196
"28270",-5.2965,-4.5934,-3.3249,-2.4684,-3.64,-4.38376,-5.6646
"28271",-5.268,-4.5894,-3.3659,-3.9874,-2.9681,-4.6805,-5.7109
"28272",-5.344,-4.672,-3.5089,-4.3684,-2.6108,-4.3755,-5.6139
"28273",-5.375,-4.688,-3.3819,-4.3504,-3.1002,-4.3495,-5.8482
"28274",-5.1533,-4.697,-3.3559,-3.9524,-3.3517,-4.4525,-5.8212
"28275",-5.2641,-4.6464,-3.4039,-6.635,-3.0887,-3.8205,-5.6532
"28276",-5.2419,-4.6934,-3.4559,-5.847,-2.8781,-4.5975,-5.4112
"28277",-5.2919,-4.6954,-3.5346,-5.996,-2.6661,-4.9837,-5.6412
"28278",-5.1419,-4.7148,-3.5486,-5.754,-2.501,-4.6935,-5.4082
"28279",-5.1209,-4.6818,-3.3706,-6.562,-2.5028,-4.2725,-5.5413
"28280",-5.0369,-4.6948,-3.4896,-6.441,-3.4968,-4.1545,-5.4026
"28281",-5.0167,-4.7048,-3.4534,-6.286,-2.5708,-4.6521,-5.4816
"28282",-5.1077,-4.7118,-3.6046,-7.241,-2.8778,-4.9341,-5.4934
"28283",-5.0345,-4.7078,-3.1966,-7.027,-3.0979,-5.2331,-5.2704
"28284",-5.1455,-4.7248,-3.6108,-6.948,-3.5449,-4.5041,-5.0424
"28285",-5.1305,-4.7208,-3.572,-6.916,-3.2629,-4.393,-5.2614
"28286",-4.8785,-4.7198,-3.345,-7.351,-2.5994,-3.736,-5.6054
"28287",-5.0065,-4.693,-3.526,-7.437,-3.2514,-4.05,-6.0556
"28288",-4.9875,-4.705,-3.447,-3.7858,-3.0804,-3.607,-5.4551
"28289",-5.0764,-4.7,-3.319,-3.7628,-2.6364,-4.603,-5.3035
"28290",-5.0534,-4.733,-3.402,-4.9016,-2.4864,-4.157,-5.4155
"28291",-5.1484,-4.734,-3.281,-4.6236,-2.6891,-4.294,-5.1715
"28292",-5.1046,-4.742,-3.383,-4.5846,-3.1981,-4.463,-5.6679
"28293",-5.2396,-4.73,-3.325,-4.6806,-2.9881,-4.751,-4.8095
"28294",-5.1316,-4.724,-3.427,-4.3816,-2.4398,-4.111,-5.2875
"28295",-5.1239,-4.721,-3.549,-5.659,-2.6843,-4.1596,-5.2135
"28296",-4.9867,-4.6681,-3.378,-5.512,-2.6553,-4.4076,-5.0675
"28297",-4.6867,-4.6671,-3.406,-6.636,-2.88217,-4.4806,-5.0305
"28298",-4.95999,-4.6681,-3.516,-5.934,-2.70517,-3.6476,-5.3125
"28299",-4.81399,-4.6561,-3.48,-6.053,-2.40517,-4.1926,-5.6615
"28300",-4.88499,-4.587,-3.288,-5.834,-2.46517,-4.6844,-5.7455
"28301",-5.0115,-4.59,-3.263,-6.28,-2.61317,-4.5724,-5.0775
"28302",-5.0825,-4.587,-3.4139,-6.236,-3.12017,-4.2074,-4.7305
"28303",-4.6235,-4.584,-3.2399,-6.516,-2.59317,-4.7874,-5.2515
"28304",-5.2996069,-4.48023,-3.4869,-4.424,-2.71517,-4.2234,-5.3075
"28305",-4.9314,-4.47286,-3.3379,-6.433,-2.7065,-4.5814,-5.3055
"28306",-5.297,-4.47086,-3.3019,-7.164,-3.1775,-3.9954,-5.9865
"28307",-5.234,-4.48286,-3.4539,-6.681,-2.9055,-3.5892,-6.5293
"28308",-5.35,-4.46386,-3.2727,-2.479,-2.8895,-4.1972,-5.6853
"28309",-5.207,-4.47486,-3.3677,-0.9,-3.1915,-4.4332,-5.6923
"28310",-5.275,-4.47386,-3.3227,-3.605,-2.34556,-4.025,-5.6209
"28311",-5.2904,-4.62,-3.4427,-5.695,-3.0534,-4.12,-5.8533
"28312",-5.4119,-4.633,-3.4202,-4.87,-2.7044,-4.4897,-5.8743
"28313",-5.3837,-4.622,-3.4252,-5.324,-2.9206,-4.1627,-5.3303
"28314",-5.3427,-4.6698,-3.5032,-4.752,-2.9982,-4.2387,-5.5083
"28315",-5.4202,-4.41107,-3.5332,-4.7756,-2.9192,-4.8937,-5.7843
"28316",-5.2712,-4.41107,-3.4659,-3.9436,-2.9779,-4.4727,-5.2063
"28317",-5.1972,-4.41786,-3.6129,-3.7946,-2.6499,-3.5817,-5.2573
"28318",-5.3319,-4.41986,-3.3584,-5.598,-2.9789,-5.4327,-5.6413
"28319",-5.4939,-4.47997,-3.5154,-3.97,-2.80658,-4.4727,-5.5683
"28320",-5.3486,-4.49497,-3.7094,-3.877,-2.34199,-3.7917,-5.6623
"28321",-5.3046,-4.50097,-3.5814,-6.054,-2.70699,-4.3267,-5.0735
"28322",-5.1188,-4.50797,-3.5254,-2.3547,-2.99799,-4.8958,-5.5074
"28323",-5.1088,-4.50597,-3.6504,-4.9487,-3.05599,-4.4438,-5.5655
"28324",-5.0888,-4.50797,-3.5328,-4.4932,-2.4508,-5.3508,-5.2805
"28325",-5.075,-4.51997,-3.6531,-4.9312,-2.3398,-4.6858,-5.3365
"28326",-5.041,-4.50997,-3.5681,-4.4982,-3.1828,-4.8868,-5.6397
"28327",-5.017,-4.51097,-3.5601,-4.7172,-2.5148,-4.6605,-5.9117
"28328",-4.97759,-4.51797,-3.4611,-5.5582,-3.3488,-3.8333,-5.9447
"28329",-4.81059,-4.51197,-3.7594,-4.9812,-3.1648,-4.1183,-5.6397
"28330",-4.9097,-4.50797,-3.3934,-5.2312,-3.08626,-3.6282,-5.8639
"28331",-5.0045,-4.51397,-3.5504,-4.4566,-2.99326,-4.5542,-5.8424
"28332",-5.1455,-4.51497,-3.3264,-4.7146,-3.6574,-5.2174,-5.8174
"28333",-5.0895,-4.51097,-3.3284,-4.8306,-2.8278,-4.6674,-5.4902
"28334",-5.1355,-4.49823,-3.2104,-4.9226,-2.8718,-4.7657,-5.8692
"28335",-5.2405,-4.50423,-3.1304,-4.6846,-2.6665,-4.6087,-5.913
"28336",-5.1275,-4.48923,-3.4373,-5.0165,-3.2105,-5.6367,-5.3103
"28337",-5.1135,-4.50123,-3.5883,-4.7255,-3.1155,-4.7186,-5.4157
"28338",-5.1685,-4.50323,-3.3313,-4.9075,-2.9835,-3.2125,-5.6727
"28339",-5.1748,-4.49023,-3.4463,-5.2745,-2.6305,-3.9573,-5.8467
"28340",-5.1578,-4.50323,-3.4471,-4.2825,-2.41251,-3.9363,-5.5677
"28341",-5.1105,-4.47823,-3.4001,-3.9125,-3.31966,-4.319,-5.5491
"28342",-4.9385,-4.49023,-3.2971,-3.4775,-2.78466,-4.551,-5.4651
"28343",-4.705,-4.48723,-3.4775,-3.2485,-2.77566,-4.647,-5.4171
"28344",-4.982,-4.47923,-3.45439,-2.9915,-2.90794,-4.631,-5.5051
"28345",-4.685,-4.5618,-3.5201,-4.4895,-2.82294,-3.916,-5.5841
"28346",-4.703,-4.5713,-3.6004,-3.6875,-2.21194,-4.205,-5.4784
"28347",-4.966,-4.5638,-3.7284,-3.3696,-3.05294,-4.5336,-5.8104
"28348",-5.208,-4.5778,-3.3654,-2.9206,-2.85494,-4.0911,-5.3584
"28349",-5.139,-4.5542,-3.503,-2.4126,-2.7749,-3.5289,-5.6024
"28350",-5.119,-4.5662,-3.3116,-3.2176,-2.1749,-3.339,-5.4764
"28351",-4.813,-4.5602,-3.3295,-2.7917,-3.1706,-5.018,-5.6257
"28352",-5.252,-4.5632,-3.3615,-3.2757,-3.5126,-4.027,-5.6567
"28353",-5.124,-4.5752,-3.2135,-2.9357,-3.3418,-4.024,-5.6367
"28354",-5.15,-4.5792,-3.2975,-3.4469,-3.092,-3.79,-5.5717
"28355",-5.127,-4.5702,-3.3757,-2.5959,-2.8604,-3.962,-5.3747
"28356",-5.1451,-4.6012,-3.1873,-2.7899,-2.9684,-3.669,-5.8245
"28357",-5.1811,-4.5962,-3.4653,-4.7769,-3.7234,-3.904,-5.8568
"28358",-5.4014,-4.5962,-3.2373,-4.4349,-3.0337,-4.643,-5.5548
"28359",-5.3137,-4.5952,-3.2363,-3.6789,-3.5497,-4.438,-5.6001
"28360",-5.3207,-4.5892,-3.3252,-3.4059,-2.1933,-3.95531,-5.8153
"28361",-5.1997,-4.6058,-3.2622,-3.0119,-2.17623,-4.12672,-5.8303
"28362",-5.2782,-4.6208,-3.1534,-4.2459,-3.1196,-4.21072,-5.2133
"28363",-5.3752,-4.51219,-3.1411,-3.5239,-3.4206,-3.52372,-5.4243
"28364",-5.4408,-4.48619,-3.2921,-3.2739,-3.1726,-4.32372,-5.3133
"28365",-5.1718,-4.51219,-3.36024,-3.8829,-2.9786,-4.67972,-5.7157
"28366",-5.2998,-4.49719,-3.42524,-2.7539,-3.1556,-3.54172,-5.7247
"28367",-5.1628,-4.49619,-3.508,-4.6059,-3.3869,-4.1858,-5.6217
"28368",-5.3428,-4.51819,-3.236,-3.5879,-1.8959,-5.1221,-5.7996
"28369",-5.1728,-4.48319,-3.448,-4.4719,-2.2729,-3.8421,-5.0634
"28370",-5.1248,-4.6349,-3.296,-3.4059,-2.8129,-4.9115,-5.3664
"28371",-5.2468,-4.5929,-3.295,-4.0679,-2.8309,-4.2125,-5.3844
"28372",-5.3118,-4.6117,-3.359,-3.8671,-3.1019,-4.0995,-5.3594
"28373",-5.2736,-4.6157,-3.4121,-4.1641,-3.3609,-4.5595,-5.3824
"28374",-5.2946,-4.46769,-3.3521,-5.276,-3.3419,-4.1595,-5.3534
"28375",-5.3626,-4.34243,-3.2431,-5.194,-3.2359,-3.7331,-5.1264
"28376",-5.1296,-4.411099,-3.1841,-6.88,-3.2187,-4.0468,-4.8754
"28377",-5.1126,-4.464099,-3.6199,-6.525,-3.0764,-4.2198,-5.1464
"28378",-5.3566,-4.419099,-3.26604,-4.942,-3.4644,-4.5008,-5.1554
"28379",-5.2876,-4.433099,-3.22804,-3.6463,-3.3896,-4.8401,-6.4066
"28380",-5.2836,-4.477099,-2.82604,-3.8153,-2.4846,-3.8981,-6.0446
"28381",-5.1906,-4.417099,-2.98004,-5.3073,-2.2086,-3.2591,-5.6046
"28382",-5.1776,-4.378099,-3.48404,-4.9803,-2.5476,-3.4411,-4.6891
"28383",-5.1407,-4.5506,-3.25057,-4.5643,-2.6866,-4.5981,-4.8656
"28384",-5.1961,-4.6396,-3.29157,-3.206,-2.8979,-3.9911,-5.0016
"28385",-5.1563,-4.5616,-3.31257,-5.619,-3.2499,-4.7705,-5.4065
"28386",-5.3863,-4.5446,-3.33457,-5.643,-3.2459,-4.1765,-4.9055
"28387",-5.3103,-4.5506,-3.49357,-2.07,-3.1529,-3.7383,-4.9175
"28388",-5.2549,-4.5606,-3.43557,-2.337,-2.8159,-4.6787,-5.8785
"28389",-5.3951,-4.6776,-3.78257,-3.008,-2.9989,-4.4707,-5.8045
"28390",-5.0842,-4.6206,-3.41555,-2.6111,-3.1569,-4.0837,-5.2703
"28391",-5.1522,-4.6306,-3.59955,-2.5033,-3.1729,-4.04651,-5.436
"28392",-5.1492,-4.6126,-3.21655,-1.8983,-3.1089,-4.25051,-4.854
"28393",-5.1512,-4.7092,-3.46141,-2.183,-2.6089,-4.11051,-6.2309
"28394",-5.0942,-4.6182,-3.21941,-6.345,-2.3869,-3.68751,-5.6845
"28395",-5.2132,-4.48581,-3.18509,-4.549,-2.9109,-4.54451,-5.5215
"28396",-5.3265,-4.54381,-3.34409,-7.099,-2.9649,-4.24651,-5.3805
"28397",-5.2995,-4.41381,-3.00509,-4.859,-2.9909,-3.77751,-5.5974
"28398",-5.3255,-4.4733,-3.25409,-6.53,-3.0889,-4.12951,-5.5014
"28399",-5.2495,-4.5333,-3.35309,-6.707,-3.2719,-4.406109,-5.6625
"28400",-5.1865,-4.4033,-3.43709,-6.229,-2.7129,-4.173565,-5.7861
"28401",-5.3185,-4.4673,-3.27709,-4.771,-2.7659,-4.012565,-5.8041
"28402",-5.3212,-4.5193,-3.25009,-3.6275,-3.0999,-3.904565,-5.5591
"28403",-5.3532,-4.4733,-3.35509,-3.6305,-2.4169,-4.251565,-5.2931
"28404",-5.2932,-4.5072,-3.32809,-4.2015,-3.1329,-3.592565,-5.7015
"28405",-5.3142,-4.5152,-3.40109,-3.312,-3.1859,-3.486565,-5.4795
"28406",-5.1908,-4.5182,-3.45946,-2.522,-2.9439,-3.489565,-5.1985
"28407",-5.0598,-4.6222,-3.55546,-2.368,-3.7429,-2.549565,-5.1306
"28408",-4.9708,-4.6212,-3.28346,-2.473,-3.0229,-3.551565,-5.9396
"28409",-4.853275,-4.50935,-3.49146,-2.117,-2.8959,-3.16869,-5.6686
"28410",-5.087,-4.51735,-3.65246,-2.6672,-3.1663,-3.15469,-5.5446
"28411",-5.1053,-4.36284,-3.65146,-4.0682,-3.0524,-4.30869,-5.8356
"28412",-5.3067,-4.5888,-3.42346,-2.5891,-3.1019,-3.86469,-5.8155
"28413",-5.3558,-4.5738,-3.8422,-1.07,-4.0122,-3.69069,-5.6855
"28414",-5.1368,-4.6078,-3.2462,-1.968,-3.4227,-4.77869,-5.7145
"28415",-4.9678,-4.5878,-3.5494,-3.7875,-3.4059,-4.6234,-5.6505
"28416",-5.2717,-4.45425,-3.12165,-3.1675,-3.5733,-5.3674,-5.4881
"28417",-5.2667,-4.42169,-3.4868,-2.6315,-2.8523,-4.6015,-5.4871
"28418",-5.2017,-4.41669,-3.4458,-4.1325,-3.1747,-4.9235,-5.5447
"28419",-5.0302,-4.45169,-3.3908,-4.2515,-3.2679,-4.8245,-6.3152
"28420",-4.895967,-4.40219,-3.4528,-3.4145,-2.6949,-4.1865,-5.1829
"28421",-4.804967,-4.47465,-3.3978,-4.948,-2.2109,-5.0225,-5.6419
"28422",-4.844967,-4.41465,-3.4548,-4.799,-3.8129,-4.3705,-5.6719
"28423",-4.796967,-4.45057,-3.4558,-4.732,-2.6699,-3.8975,-5.9737
"28424",-4.894967,-4.42957,-3.4748,-4.454,-3.4506,-3.9895,-5.6937
"28425",-4.99278,-4.46657,-3.4618,-1.591,-3.1206,-4.4025,-5.7617
"28426",-5.01713,-4.43627,-3.4496,-2.173,-2.7223,-3.7515,-5.5167
"28427",-5.00273,-4.40927,-3.4076,-1.337,-2.6013,-4.1115,-5.492
"28428",-5.10573,-4.39727,-3.3276,-3.494,-3.0573,-4.2985,-5.325
"28429",-5.06773,-4.40727,-3.5926,-1.776,-3.3243,-3.9755,-5.304
"28430",-5.14573,-4.40627,-3.4737,-4.2161,-3.1203,-3.5345,-5.853
"28431",-5.11273,-4.38492,-3.40733,-5.617,-3.3313,-4.2475,-5.257
"28432",-5.12273,-4.36292,-3.30333,-5.015,-2.6393,-3.6336,-5.2011
"28433",-5.04273,-4.38092,-3.4287,-4.538,-3.0537,-3.7766,-5.3661
"28434",-4.97673,-4.39692,-3.3781,-4.313,-2.8227,-4.3356,-5.4301
"28435",-5.2058,-4.37732,-3.4671,-3.4766,-3.7922,-3.5366,-5.0394
"28436",-5.1458,-4.38332,-3.2551,-3.9878,-2.9971,-4.2226,-5.3714
"28437",-5.2408,-4.39032,-3.3131,-4.3932,-3.1311,-4.7916,-5.1334
"28438",-5.1415,-4.37332,-3.3141,-3.1352,-3.3648,-4.8666,-5.5344
"28439",-5.1135,-4.38432,-3.1321,-3.7612,-2.9011,-4.8236,-5.7469
"28440",-5.0835,-4.39032,-3.3711,-4.0402,-3.0211,-3.8266,-5.5889
"28441",-5.231,-4.43744,-3.3795,-3.8662,-2.8971,-4.3526,-6.1009
"28442",-5.213,-4.44144,-3.3409,-5.0472,-2.9196,-4.4746,-5.6029
"28443",-5.1912,-4.45344,-3.3129,-5.1322,-2.9096,-3.7926,-5.8209
"28444",-5.1932,-4.44844,-3.4814,-4.5405,-3.4846,-4.9316,-5.9269
"28445",-5.1462,-4.40212,-3.3494,-5.1095,-2.9006,-4.5626,-5.7119
"28446",-5.1677,-4.38412,-3.4034,-4.8165,-2.8276,-4.1794,-5.4805
"28447",-4.91443,-4.37927,-3.2044,-3.2155,-3.0726,-4.4434,-5.4105
"28448",-4.84715,-4.51498,-3.2384,-4.2265,-3.3626,-4.7214,-5.3478
"28449",-5.0604,-4.5902,-3.2504,-3.8425,-3.1506,-4.2974,-5.5678
"28450",-5.2425,-4.6062,-3.3644,-3.5335,-2.1126,-4.3624,-5.344
"28451",-4.85352,-4.6192,-3.5904,-4.2365,-3.2132,-4.8394,-5.8318
"28452",-4.87833,-4.55764,-3.2384,-3.8435,-3.5562,-4.6824,-5.6268
"28453",-4.90733,-4.55964,-3.4344,-4.6565,-2.8582,-4.0164,-5.3989
"28454",-4.89933,-4.54809,-3.3927,-4.0765,-2.7672,-3.7573,-5.5559
"28455",-4.90733,-4.57649,-3.5674,-3.9675,-2.7212,-3.2203,-5.2494
"28456",-5.1079,-4.55749,-3.4864,-4.7305,-3.1157,-3.1334,-5.3424
"28457",-5.2167,-4.52249,-3.4914,-4.8715,-2.6367,-4.6944,-5.4264
"28458",-5.2477,-4.54049,-3.1689,-4.3105,-2.7608,-4.0524,-5.3871
"28459",-5.2217,-4.54449,-3.4169,-4.0045,-2.7448,-3.8784,-5.6061
"28460",-5.1176,-4.52449,-3.3063,-1.4856,-2.7228,-5.2407,-5.2761
"28461",-5.1396,-4.54949,-3.5023,-2.0236,-2.9638,-4.2269,-5.3674
"28462",-5.1886,-4.53218,-3.4333,-3.9186,-2.7468,-3.9569,-5.0734
"28463",-5.1336,-4.57818,-3.4305,-2.7886,-2.9828,-4.3539,-5.1464
"28464",-5.1781,-4.535947,-3.3816,-2.7436,-1.9544,-4.2209,-5.3614
"28465",-5.1441,-4.502947,-3.32043,-4.407,-3.2174,-4.6509,-5.4104
"28466",-5.1394,-4.519947,-3.35843,-3.6424,-2.1124,-3.7009,-5.2994
"28467",-5.1354,-4.512947,-3.23299,-4.769,-2.4054,-4.2996,-5.7724
"28468",-5.1778,-4.44784,-3.31999,-5.772,-3.2144,-4.6256,-5.4114
"28469",-5.1478,-4.48884,-3.3081,-6.403,-3.2914,-4.7979,-5.5314
"28470",-5.0248,-4.48984,-3.3843,-6.106,-1.7652,-4.16575,-5.4514
"28471",-5.1898,-4.50398,-3.4003,-6.331,-3.3692,-4.00975,-5.3339
"28472",-5.2517,-4.56969,-3.5648,-4.8039,-1.9712,-3.93,-5.0679
"28473",-5.1077,-4.53392,-3.4658,-4.973,-2.8835,-5.041,-5.4286
"28474",-5.2357,-4.50292,-3.3948,-3.599,-2.5815,-4.8462,-4.6376
"28475",-5.2427,-4.50892,-3.28148,-4.556,-4.1975,-4.8542,-5.5411
"28476",-5.2273,-4.49892,-3.54548,-4.3549,-3.0841,-4.2752,-5.3737
"28477",-5.1668,-4.52413,-3.38148,-4.3509,-2.5971,-4.2643,-4.9497
"28478",-5.0738,-4.49101,-3.31276,-4.8359,-3.1802,-4.4553,-5.4277
"28479",-5.3083,-4.54398,-3.41576,-3.9129,-3.7972,-3.8419,-5.3957
"28480",-5.3283,-4.53598,-3.33176,-4.7534,-3.6816,-4.8666,-5.2918
"28481",-5.2533,-4.53357,-3.34176,-4.6624,-2.1346,-4.0457,-5.4758
"28482",-5.2633,-4.47221,-3.34576,-3.3784,-2.84799,-4.9408,-5.1948
"28483",-5.2633,-4.46121,-3.34876,-4.5514,-2.08299,-4.4244,-5.3678
"28484",-5.3013,-4.38921,-3.32176,-5.01207,-2.46199,-5.3691,-5.5939
"28485",-5.4194,-4.42421,-3.04576,-3.82507,-3.18599,-4.3157,-5.0209
"28486",-5.4034,-4.47121,-3.18476,-4.9774,-3.00622,-4.1647,-5.3839
"28487",-5.4554,-4.46521,-3.10776,-3.2814,-3.27622,-4.84,-5.4344
"28488",-5.4066,-4.42121,-3.17376,-3.3794,-3.30545,-3.411,-5.5244
"28489",-5.1895,-4.43932,-3.21476,-5.076,-2.34645,-4.821,-5.5964
"28490",-5.2305,-4.476291,-3.4574,-6.357,-2.4308,-3.7728,-5.4754
"28491",-5.1805,-4.58732,-3.1554,-5.211,-2.7357,-4.9169,-5.6144
"28492",-5.1875,-4.6616,-3.3394,-0.856,-2.2643,-5.7259,-5.4604
"28493",-5.1825,-4.61882,-3.4454,-2.461,-3.051,-4.8559,-5.4944
"28494",-5.3205,-4.56882,-3.5224,-2.713,-2.757,-4.5453,-5.9044
"28495",-5.3455,-4.62482,-3.4134,-4.9426,-2.864,-5.0081,-5.3914
"28496",-5.3415,-4.62582,-3.3534,-5.3256,-3.1942,-4.7339,-5.4207
"28497",-5.3326,-4.58782,-3.3452,-5.2646,-2.5232,-5.5759,-5.4637
"28498",-5.3026,-4.59682,-3.5692,-6.155,-2.7152,-5.2009,-4.7767
"28499",-5.1847,-4.64582,-3.4954,-5.378,-3.7242,-5.6459,-6.5697
"28500",-5.2284,-4.63582,-3.4004,-5.652,-3.2772,-5.1769,-5.0105
"28501",-5.3344,-4.58382,-3.4538,-5.95,-2.9412,-4.9999,-5.5775
"28502",-5.303,-4.57217,-3.6228,-3.5757,-2.9755,-4.6869,-5.2335
"28503",-5.1442,-4.57717,-3.6888,-2.8487,-3.0105,-4.9123,-6.448
"28504",-5.1022,-4.56217,-3.4921,-3.04668,-2.6395,-4.4343,-5.52
"28505",-5.0612,-4.6274,-3.5041,-2.57668,-3.4325,-5.3583,-5.853
"28506",-5.1351,-4.6254,-3.50807,-2.11068,-3.06,-5.5513,-6.017
"28507",-5.0961,-4.6344,-3.57907,-3.04668,-3.083,-4.6753,-6.091
"28508",-5.1211,-4.6294,-3.48831,-4.617,-3.286,-4.5263,-5.741
"28509",-5.0462,-4.6464,-3.5204,-4.759,-3.514,-5.5543,-5.987
"28510",-5.2022,-4.7612,-3.7414,-2.0784,-3.1226,-4.8063,-5.798
"28511",-5.1632,-4.6608,-3.6604,-2.5074,-3.5986,-4.8983,-5.479
"28512",-5.2392,-4.6688,-3.2524,-6.165,-3.9165,-5.2013,-5.466
"28513",-5.1947,-4.6201,-3.4844,-7.56,-2.8575,-4.7513,-5.617
"28514",-5.1427,-4.6321,-3.5144,-6.057,-3.1167,-4.0473,-5.567
"28515",-5.1577,-4.6291,-3.2164,-1.915,-2.4497,-4.7993,-5.5692
"28516",-5.2307,-4.6291,-3.7679,-3.626,-2.7317,-4.4561,-5.7782
"28517",-5.2457,-4.6131,-3.6879,-6.046,-2.8744,-4.8658,-5.5282
"28518",-5.2637,-4.6151,-3.5989,-6.518,-2.8494,-4.8218,-5.5812
"28519",-5.1727,-4.7331,-3.5129,-5.627,-2.6287,-5.1738,-5.5808
"28520",-5.176,-4.6035,-3.4249,-4.2974,-2.9152,-5.1828,-5.6958
"28521",-4.98395,-4.5935,-3.4339,-3.7694,-2.5012,-5.4108,-5.6008
"28522",-5.05931,-4.6135,-3.344956,-3.5164,-3.3982,-4.7698,-5.4408
"28523",-5.01731,-4.5925,-3.429956,-3.8814,-3.4952,-4.4128,-5.4188
"28524",-5.01131,-4.6055,-3.274956,-3.7374,-2.5322,-3.832,-5.2308
"28525",-5.06008,-4.5955,-3.341956,-3.4324,-2.7802,-3.9576,-5.6298
"28526",-5.06908,-4.5268,-3.383956,-5.16,-2.7552,-4.6956,-5.5428
"28527",-4.93008,-4.5268,-3.215956,-5.701,-3.9382,-4.5968,-5.6848
"28528",-4.84708,-4.5168,-3.340956,-3.4246,-2.65026,-4.0668,-5.5198
"28529",-4.87408,-4.5098,-3.301956,-4.1146,-2.97926,-4.8688,-5.5868
"28530",-5.1677,-4.5268,-3.118956,-4.8616,-3.58646,-4.4818,-5.3648
"28531",-4.75337,-4.5388,-2.955956,-3.8326,-3.10946,-4.9268,-5.6582
"28532",-4.78737,-4.5498,-3.134956,-3.343,-2.93046,-5.1248,-5.8182
"28533",-4.80337,-4.6204,-3.214956,-2.863,-3.2954,-4.9638,-5.7062
"28534",-4.7708,-4.6344,-3.20921,-5.227,-3.0114,-4.1951,-5.6802
"28535",-4.6508,-4.7117,-3.127409,-5.755,-2.8339,-4.3331,-6.0522
"28536",-4.6418,-4.7147,-3.4721,-5.018,-2.5559,-4.8731,-6.0662
"28537",-4.9197,-4.7167,-3.4995,-5.521,-2.7619,-4.06379,-5.5532
"28538",-5.0717,-4.7177,-3.4475,-5.2278,-2.5599,-4.4705,-5.9911
"28539",-5.0197,-4.6987,-3.3115,-5.0848,-3.7379,-4.8845,-5.3471
"28540",-4.96226,-4.7147,-3.5635,-5.0098,-3.6403,-3.9095,-5.7311
"28541",-4.84826,-4.6213,-3.5265,-6.065,-2.8608,-5.7433,-5.8371
"28542",-4.93826,-4.6636,-3.5475,-6.338,-2.8538,-3.9826,-5.6221
"28543",-4.87726,-4.6476,-3.5025,-6.117,-2.8992,-4.6838,-6.1059
"28544",-5.0597,-4.6356,-3.4498,-5.908,-1.7772,-4.3198,-5.6804
"28545",-4.9777,-4.6356,-3.4438,-4.1897,-2.8352,-4.1491,-5.9914
"28546",-5.0397,-4.6534,-3.4678,-5.956,-2.3842,-4.8961,-5.5824
"28547",-5.0407,-4.6494,-3.3558,-6.646,-2.9883,-4.6311,-5.5754
"28548",-5.0357,-4.6514,-3.1596,-5.767,-2.5799,-4.8941,-5.3469
"28549",-5.0067,-4.6574,-3.3829,-3.28478,-2.9629,-4.7096,-5.5837
"28550",-5.0247,-4.6474,-3.1586,-2.9715,-2.8099,-4.1796,-5.4117
"28551",-5.0827,-4.7116,-3.4906,-2.7795,-3.0109,-4.2632,-5.5781
"28552",-5.0277,-4.7276,-3.4046,-3.0777,-2.9719,-4.3252,-5.9091
"28553",-5.0327,-4.7266,-3.4216,-4.0187,-2.8499,-4.964,-5.9836
"28554",-5.1137,-4.7196,-3.5146,-3.2317,-3.6859,-4.816,-5.4576
"28555",-5.0602,-4.7226,-3.4856,-2.7687,-2.6949,-4.7752,-5.8856
