"","mu.mean.5.","mu.mean.1.","mu.mean.6.","mu.mean.7.","mu.mean.17.","mu.mean.15.","mu.mean.16."
"6536",-5.1182,-4.374642,-3.1949,-1.9012,-3.0252,-5.2484,-5.6683
"6537",-5.1241,-4.332642,-3.2598,-5.631,-2.7152,-4.8596,-5.7453
"6538",-5.2552,-4.472642,-3.4808,-4.771,-2.6642,-4.6436,-5.7303
"6539",-5.1741,-4.484642,-3.3998,-3.461,-2.9992,-5.1787,-5.6683
"6540",-5.1061,-4.487642,-3.4338,-4.839,-2.9102,-4.2437,-5.2583
"6541",-4.8057,-4.414642,-3.3928,-5.979,-3.5062,-4.9483,-5.8063
"6542",-4.8017,-4.396642,-3.32723,-5.413,-2.8706,-4.4973,-5.7463
"6543",-4.7917,-4.46445,-3.31823,-5.731,-3.2002,-4.1703,-5.5133
"6544",-4.65696,-4.40145,-3.68923,-5.573,-3.1152,-5.1472,-5.5523
"6545",-4.8897,-4.45345,-3.74723,-5.567,-3.0032,-4.2202,-5.6783
"6546",-5.2627,-4.43745,-3.24323,-4.62,-3.2762,-4.4632,-5.4933
"6547",-5.1207,-4.44545,-3.53523,-5.274,-3.1492,-5.0614,-5.5683
"6548",-5.0997,-4.4927,-3.3812,-6.115,-2.801,-4.6934,-5.2683
"6549",-5.05853,-4.4547,-3.583,-5.52,-2.9685,-4.5074,-5.0143
"6550",-5.2506,-4.4667,-3.554,-4.139,-3.4485,-3.8044,-5.2853
"6551",-5.1996,-4.4737,-3.5204,-3.941,-2.7195,-4.3624,-5.2605
"6552",-5.1713,-4.56168,-3.3014,-5.951,-2.3195,-4.8894,-5.2665
"6553",-5.1703,-4.5639,-3.5514,-4.286,-3.1446,-4.8234,-5.1975
"6554",-5.2503,-4.5709,-3.5154,-5.752,-3.1886,-5.0564,-5.2145
"6555",-5.2343,-4.5739,-3.5814,-5.371,-2.9466,-4.7842,-5.4675
"6556",-5.2773,-4.6619,-3.4434,-5.389,-2.9916,-4.7794,-4.9915
"6557",-5.2883,-4.58535,-3.0724,-5.982,-3.0916,-4.5314,-5.1235
"6558",-5.2143,-4.51432,-3.7854,-5.268,-3.2816,-4.5964,-5.3455
"6559",-5.1934,-4.55132,-3.7724,-5.405,-2.7626,-4.2594,-5.893
"6560",-5.1184,-4.57832,-3.4851,-5.362,-3.2676,-4.3533,-5.251
"6561",-5.1254,-4.66232,-3.1751,-5.899,-3.1146,-3.5873,-5.5049
"6562",-5.2689,-4.68332,-3.1174,-5.008,-2.4396,-4.2643,-5.4995
"6563",-5.1931,-4.7539,-3.4124,-5.017,-2.2338,-4.1494,-5.4685
"6564",-5.2501,-4.7056,-3.3624,-4.167,-3.2818,-3.9364,-5.4345
"6565",-5.2871,-4.6576,-3.6927,-4.452,-3.3298,-4.5254,-5.6035
"6566",-5.1618,-4.6666,-3.8927,-2.6073,-3.0688,-4.6647,-5.6238
"6567",-5.1498,-4.55783,-3.8254,-4.215,-2.9858,-4.9947,-5.6468
"6568",-5.278,-4.60683,-3.3076,-4.176,-2.8553,-4.3667,-5.5824
"6569",-5.126,-4.56883,-3.1536,-4.734,-3.2323,-4.7287,-5.6754
"6570",-5.335,-4.57483,-3.1576,-2.7619,-3.7433,-4.7915,-5.6194
"6571",-5.0401,-4.7212,-3.4826,-3.359,-2.9233,-4.9032,-5.4779
"6572",-5.0191,-4.7222,-3.4478,-3.121,-2.7479,-4.6732,-5.3159
"6573",-5.0231,-4.6557,-3.2378,-5.555,-2.5289,-4.8498,-5.3309
"6574",-5.1041,-4.61364,-3.5928,-4.8201,-2.6119,-4.3998,-5.7379
"6575",-4.97196,-4.62064,-3.4918,-5.429,-3.4899,-4.7358,-4.9719
"6576",-5.01596,-4.60864,-3.5348,-5.431,-2.8529,-4.8312,-5.3439
"6577",-4.98096,-4.523241,-3.4288,-5.095,-3.3889,-3.4632,-5.7266
"6578",-5.1825,-4.537241,-3.2395,-4.694,-3.2929,-3.484,-5.5926
"6579",-5.2105,-4.525241,-3.3174,-3.5381,-3.6879,-4.357,-5.5842
"6580",-5.1644,-4.511241,-3.4741,-4.0171,-3.1989,-3.818,-5.5382
"6581",-5.1608,-4.526241,-3.6871,-2.9381,-3.009,-4.5116,-5.4568
"6582",-5.1758,-4.551,-3.40742,-5.9091,-2.8506,-4.6846,-6.0188
"6583",-5.1728,-4.569,-3.23242,-4.8031,-2.9932,-3.9258,-5.1948
"6584",-5.0798,-4.584,-3.11744,-4.7701,-3.0729,-3.7958,-5.2128
"6585",-5.1991,-4.583,-3.28944,-3.732,-3.1189,-4.4018,-5.6558
"6586",-5.2641,-4.6772,-3.42644,-4.747,-3.0525,-4.0804,-5.5918
"6587",-5.2301,-4.6846,-3.53644,-4.228,-2.1105,-4.8254,-5.5318
"6588",-5.0595,-4.6736,-3.30344,-4.11,-2.8367,-4.5228,-5.5547
"6589",-5.2095,-4.6646,-3.16944,-3.799,-3.5527,-3.1018,-5.3699
"6590",-5.2255,-4.6756,-3.87634,-4.78,-2.3437,-4.1539,-5.3269
"6591",-5.2635,-4.6739,-3.60734,-3.682,-2.2877,-3.9663,-4.8279
"6592",-4.80462,-4.6719,-3.52134,-4.347,-2.7908,-3.9243,-5.3039
"6593",-4.78562,-4.6809,-3.32934,-5.819,-2.5768,-4.7513,-5.3729
"6594",-4.87362,-4.7169,-3.25134,-6.693,-2.3078,-5.5373,-5.2579
"6595",-4.84162,-4.6509,-3.23734,-7.579,-1.8708,-4.8693,-5.4659
"6596",-4.69962,-4.6469,-3.26834,-6.883,-2.8178,-5.1933,-4.7639
"6597",-4.78462,-4.6513,-3.27434,-5.534,-2.974,-4.2943,-4.7039
"6598",-4.45862,-4.6033,-3.23434,-6.256,-2.3819,-3.8553,-4.2459
"6599",-4.32362,-4.6673,-3.29239,-6.275,-3.0294,-5.0893,-5.1259
"6600",-4.95762,-4.6363,-3.41251,-5.994,-3.0888,-4.0983,-5.7589
"6601",-4.70805,-4.5798,-3.38251,-5.408,-2.9938,-4.6253,-5.3929
"6602",-4.65105,-4.55013,-3.39601,-6.668,-3.2448,-4.19159,-5.5709
"6603",-4.3441,-4.53913,-3.3034,-6.602,-2.8058,-4.15659,-5.6669
"6604",-4.4881,-4.64613,-3.3614,-6.73,-2.6758,-3.91059,-5.4527
"6605",-4.4721,-4.55213,-3.3928,-6.659,-3.4038,-4.7845,-5.4587
"6606",-4.6031,-4.57713,-3.31204,-6.844,-4.1858,-3.5589,-5.3977
"6607",-4.6881,-4.52413,-3.30334,-6.825,-4.3348,-3.8989,-5.0576
"6608",-4.5501,-4.52587,-3.39134,-6.512,-2.8741,-4.0819,-5.4776
"6609",-4.636263,-4.59687,-3.38034,-5.0113,-2.9981,-4.2599,-5.6596
"6610",-4.992263,-4.351,-3.16399,-5.2843,-2.8831,-4.8119,-5.3216
"6611",-5.1553,-4.40258,-3.5371,-5.0683,-2.6309,-3.3051,-5.7156
"6612",-4.9693,-4.38343,-3.2991,-6.41,-3.2449,-3.5701,-5.1826
"6613",-5.1933,-4.40143,-3.4551,-5.814,-2.8279,-4.01,-5.8746
"6614",-4.9371,-4.39543,-3.1971,-5.597,-2.1663,-3.038,-5.4343
"6615",-5.1451,-4.47443,-3.1101,-4.991,-3.7673,-4.332,-5.7573
"6616",-4.8711,-4.42143,-3.6811,-5.653,-2.8095,-4.43,-5.2523
"6617",-5.1901,-4.36943,-3.3371,-5.244,-3.0215,-4.1588,-4.9263
"6618",-5.02097,-4.39094,-3.2301,-4.811,-2.9595,-3.9468,-5.3113
"6619",-5.11997,-4.39894,-3.4851,-4.41,-2.8825,-3.9624,-5.5073
"6620",-4.88697,-4.40794,-3.22808,-5.1011,-3.3595,-3.4099,-5.3933
"6621",-5.07697,-4.43894,-2.97308,-4.3404,-3.8085,-3.5973,-5.3443
"6622",-4.96697,-4.39908,-3.34608,-5.367,-3.4835,-4.6913,-5.5443
"6623",-4.92497,-4.40708,-3.39753,-5.625,-3.8955,-3.9003,-5.9333
"6624",-4.90297,-4.35708,-3.51153,-5.589,-2.8005,-4.0683,-5.5115
"6625",-4.90674,-4.54508,-3.21553,-3.0527,-3.2885,-3.3623,-5.8525
"6626",-5.02273,-4.662,-3.32353,-4.2735,-3.8521,-3.8941,-5.6907
"6627",-5.06973,-4.615,-3.09853,-3.5035,-2.2621,-3.5221,-5.5937
"6628",-4.88518,-4.5874,-3.04553,-4.3615,-3.1611,-4.8561,-5.6033
"6629",-4.81618,-4.5494,-3.45226,-3.8635,-2.3781,-4.4847,-5.9203
"6630",-4.88618,-4.5624,-3.2977,-3.5265,-3.2161,-4.7507,-5.692
"6631",-4.91418,-4.4984,-3.2717,-2.6055,-2.9619,-4.158,-5.671
"6632",-4.93818,-4.4244,-3.3307,-4.5945,-2.1149,-3.8353,-5.7659
"6633",-4.84418,-4.4564,-3.07056,-4.5705,-2.9799,-3.6803,-5.8795
"6634",-4.87618,-4.5404,-3.0973,-3.9665,-3.3049,-4.5309,-5.7464
"6635",-5.01789,-4.41514,-3.1883,-3.7905,-2.8819,-3.9829,-5.8024
"6636",-4.99789,-4.37514,-3.4011,-3.9675,-2.884,-3.9739,-5.9554
"6637",-5.05689,-4.38714,-3.3251,-3.6895,-3.254,-4.411,-5.7034
"6638",-5.04289,-4.40914,-3.2872,-6.448,-2.504,-4.6131,-5.1544
"6639",-5.06389,-4.47014,-3.34545,-6.481,-2.529,-4.411,-5.9634
"6640",-4.97889,-4.50414,-3.35045,-4.7722,-2.357,-3.9752,-5.9694
"6641",-4.92089,-4.46314,-3.42645,-4.7392,-2.8745,-3.7652,-5.8454
"6642",-5.2266,-4.46714,-3.20745,-4.4872,-3.1075,-4.2672,-5.4504
"6643",-4.9486,-4.51624,-3.15645,-4.7512,-2.832,-4.0048,-5.7529
"6644",-4.75258,-4.55124,-3.41945,-4.4392,-2.994,-4.5534,-5.2389
"6645",-4.67558,-4.54324,-3.26764,-4.8722,-2.778,-4.1754,-6.0069
"6646",-4.70658,-4.55424,-3.56464,-5.1282,-2.96529,-4.0467,-5.7939
"6647",-4.59058,-4.48724,-3.32964,-4.3252,-2.87029,-4.8567,-5.8029
"6648",-4.75758,-4.53624,-3.24664,-4.2062,-2.95629,-4.3988,-5.7299
"6649",-4.86149,-4.47497,-3.21764,-5.2242,-2.73829,-4.2517,-5.9246
"6650",-4.83239,-4.50797,-3.29564,-4.2322,-3.3464,-4.6357,-5.7286
"6651",-4.95039,-4.5716,-3.26264,-4.5312,-3.0844,-4.1137,-5.8046
"6652",-4.81628,-4.5815,-3.26513,-4.0632,-2.9314,-3.4617,-5.8336
"6653",-4.87428,-4.5935,-3.41413,-5.875,-2.5824,-3.2967,-5.6346
"6654",-4.74128,-4.6635,-3.20613,-4.304,-2.9194,-5.2837,-5.7576
"6655",-4.87828,-4.6555,-3.28513,-4.849,-3.1867,-5.4557,-6.0496
"6656",-4.83828,-4.53109,-3.40213,-5.751,-2.5807,-5.5098,-5.4579
"6657",-4.7331,-4.46209,-3.42413,-7.889,-2.5397,-4.6295,-5.531
"6658",-4.8071,-4.44309,-3.468,-6.188,-2.5167,-4.4635,-5.5596
"6659",-4.6921,-4.45209,-3.553,-5.76,-2.8747,-4.2595,-6.244
"6660",-4.7591,-4.42409,-3.6258,-5.514,-3.2697,-4.9647,-5.5322
"6661",-4.7981,-4.46409,-3.3518,-5.821,-3.3667,-4.7977,-6.0752
"6662",-4.958627,-4.44509,-3.5908,-5.879,-3.3433,-4.9727,-5.3848
"6663",-4.791,-4.4293,-3.4538,-5.656,-2.9083,-3.5477,-5.4848
"6664",-4.727,-4.47892,-3.3208,-5.708,-3.1783,-5.1467,-5.5038
"6665",-5.0551,-4.38992,-3.6374,-4.714,-2.9393,-3.7567,-5.3338
"6666",-4.9951,-4.40692,-3.4068,-5.303,-3.1973,-4.1167,-5.4936
"6667",-4.87393,-4.45492,-3.4996,-5.071,-3.0151,-4.5187,-5.3769
"6668",-4.9713,-4.42492,-3.4266,-4.705,-2.5242,-4.2967,-5.7439
"6669",-5.0093,-4.5699,-3.2296,-4.888,-2.7623,-4.7427,-5.1541
"6670",-5.1303,-4.6289,-3.3966,-3.811,-2.5033,-3.5857,-5.6655
"6671",-5.2153,-4.5839,-3.3006,-4.583,-3.3873,-4.3007,-5.5785
"6672",-5.0703,-4.5958,-3.4736,-3.249,-3.1642,-3.8398,-5.8025
"6673",-5.1243,-4.6383,-3.4746,-3.6553,-3.7452,-4.4278,-5.6495
"6674",-5.1343,-4.56733,-3.2176,-4.0803,-3.5182,-4.2148,-5.6265
"6675",-5.3003,-4.56833,-3.2316,-3.5813,-3.0712,-4.8548,-5.5775
"6676",-5.2403,-4.54833,-3.197,-4.4608,-3.2102,-4.4508,-5.8844
"6677",-4.94841,-4.6945,-3.01501,-4.5148,-3.1652,-5.0145,-5.5834
"6678",-4.99272,-4.6829,-3.11915,-2.3901,-2.6552,-4.3215,-5.9694
"6679",-5.11907,-4.6629,-3.28915,-4.2421,-2.9382,-4.3705,-5.6344
"6680",-5.02207,-4.6879,-3.33515,-3.043,-3.1665,-4.6475,-5.7574
"6681",-4.958182,-4.6806,-3.3583,-5.689,-2.8005,-4.2339,-5.8444
"6682",-4.882182,-4.6896,-3.4043,-5,-3.1518,-5.8119,-5.5924
"6683",-5.14567,-4.6551,-3.5173,-5.262,-2.5568,-5.2189,-5.4994
"6684",-4.90067,-4.6854,-3.3643,-6.304,-2.7363,-5.0298,-5.5824
"6685",-4.93067,-4.6654,-3.2843,-6.264,-2.1903,-4.6708,-5.5344
"6686",-5.12567,-4.6564,-3.4003,-7.291,-2.9239,-4.0588,-5.7554
"6687",-5.10667,-4.6594,-3.4403,-8.263,-3.7399,-4.8908,-5.2374
"6688",-5.02567,-4.58034,-3.3593,-8.23,-3.0883,-4.6158,-5.3654
"6689",-4.86067,-4.7134,-3.3363,-7.696,-2.3323,-4.9108,-5.279
"6690",-5.27095,-4.6964,-3.3073,-7,-3.0383,-4.9828,-5.3843
"6691",-5.0612,-4.5732,-3.4633,-7.346,-3.5088,-4.9599,-5.22
"6692",-4.8864,-4.5592,-3.3493,-3.2716,-3.6578,-4.5274,-5.5412
"6693",-4.9844,-4.5452,-3.6054,-3.3566,-3.0838,-4.1645,-5.4198
"6694",-4.3621,-4.5592,-3.4024,-3.8156,-3.3788,-4.6645,-5.2748
"6695",-4.6331,-4.53057,-3.3194,-3.0666,-2.9358,-5.0135,-5.8288
"6696",-5.1485,-4.53457,-3.4417,-3.312,-3.134,-4.7005,-5.8888
"6697",-4.77559,-4.52803,-3.5467,-3.018,-2.957,-5.0483,-5.0558
"6698",-4.86559,-4.52203,-3.4187,-4.5555,-2.767,-4.4153,-5.2138
"6699",-4.60659,-4.52903,-3.4527,-4.0745,-2.856,-4.6123,-5.6188
"6700",-4.67765,-4.450252,-3.5047,-3.0104,-2.99,-4.5483,-5.7138
"6701",-4.69465,-4.455252,-3.3915,-3.0354,-3.715,-4.2663,-5.7608
"6702",-4.70065,-4.5711,-3.0006,-3.8364,-3.2752,-4.8603,-5.4218
"6703",-4.8121,-4.5641,-3.3887,-3.7554,-2.9892,-5.1906,-5.4109
"6704",-4.9951,-4.5581,-3.2947,-4.2225,-2.6802,-5.4656,-5.0469
"6705",-4.9381,-4.51616,-3.1357,-4.19908,-2.1853,-5.5796,-5.2789
"6706",-4.7971,-4.43546,-3.4265,-5.471,-2.7273,-4.9366,-5.6609
"6707",-5.1591,-4.41246,-3.4125,-5.788,-3.1382,-4.0066,-5.1089
"6708",-5.3584,-4.43937,-3.2985,-5.582,-2.8682,-4.2066,-4.8039
"6709",-5.4193,-4.42837,-3.2455,-5.638,-2.7692,-4.972,-5.1229
"6710",-5.3693,-4.444297,-3.2165,-5.769,-2.8472,-5.028,-5.4849
"6711",-5.3314,-4.54615,-3.5496,-4.1347,-3.3102,-4.403,-5.6908
"6712",-5.3844,-4.57215,-3.7886,-2.8477,-3.0992,-4.557,-6.0098
"6713",-5.3434,-4.5968,-3.5756,-3.9077,-3.0942,-4.297,-5.5696
"6714",-5.2752,-4.5938,-3.4356,-3.4257,-3.0152,-4.058,-5.7027
"6715",-5.3331,-4.48026,-3.333,-3.855,-3.2782,-4.7566,-5.7488
"6716",-5.4151,-4.47226,-3.3157,-3.86,-2.9832,-4.8356,-5.2118
"6717",-5.3241,-4.44726,-3.5657,-5.825,-2.9712,-4.7792,-4.4758
"6718",-5.594,-4.46726,-3.5267,-5.49,-2.1882,-3.6532,-5.587
"6719",-5.078,-4.49026,-3.3217,-6.337,-3.2732,-4.4612,-5.4575
"6720",-5.296,-4.49326,-3.5927,-5.924,-3.5167,-4.3552,-5.8633
"6721",-4.969,-4.48626,-3.5867,-4.993,-3.7117,-4.5812,-5.3205
"6722",-5.031,-4.52326,-3.6287,-5.443,-3.6287,-4.9033,-5.2135
"6723",-5.059,-4.53226,-3.4637,-5.097,-3.1977,-4.0733,-5.1405
"6724",-5.2984,-4.49021,-3.3617,-1.25883,-3.3857,-4.4203,-5.3299
"6725",-5.2244,-4.49521,-3.31467,-2.25883,-2.7722,-4.8059,-3.5949
"6726",-5.4189,-4.48021,-3.16467,-3.11183,-3.2002,-5.2669,-4.8909
"6727",-5.2657,-4.531315,-3.16367,-3.77183,-3.0172,-5.6678,-5.8814
"6728",-5.2977,-4.522315,-3.02367,-3.3945,-3.7882,-4.3768,-5.1374
"6729",-4.8632,-4.493315,-3.11567,-5.231,-3.1892,-4.8898,-5.8999
"6730",-5.0022,-4.490315,-3.30467,-3.2743,-2.7752,-4.8458,-5.6908
"6731",-5.0866,-4.6108,-3.38667,-3.2787,-3.4952,-5.1528,-5.9248
"6732",-5.2416,-4.6538,-3.646,-4.3367,-2.6432,-5.0462,-5.7038
"6733",-5.0684,-4.6458,-3.2176,-2.9917,-3.7692,-4.6834,-5.6158
"6734",-4.8884,-4.6728,-3.3726,-3.1499,-3.2752,-4.69,-5.5348
"6735",-5.0074,-4.6118,-3.3956,-3.9219,-3.4832,-4.8351,-4.9321
"6736",-4.9424,-4.6538,-3.5466,-3.2069,-2.5562,-5.5741,-5.1273
"6737",-5.0053,-4.6046,-3.212,-3.2739,-2.6004,-5.9001,-5.8633
"6738",-4.8253,-4.5166,-3.312,-4.3849,-3.2904,-5.2288,-5.6383
"6739",-5.0763,-4.4518335,-3.153,-3.9989,-3.5574,-5.0187,-5.9373
"6740",-5.2033,-4.4398335,-3.378,-4.229,-2.5284,-4.2267,-5.4164
"6741",-5.1083,-4.3338335,-3.3902,-3.632,-2.8164,-4.8357,-5.7114
"6742",-5.1229,-4.4228335,-3.3502,-4.195,-3.7131,-4.4297,-5.3972
"6743",-4.8959,-4.44686,-3.5542,-4.262,-3.3941,-4.7047,-5.5642
"6744",-5.2229,-4.36843,-3.5712,-4.608,-2.9422,-3.9428,-5.3182
"6745",-5.1919,-4.50415,-3.4302,-4.267,-2.6922,-4.7639,-5.5032
"6746",-5.1709,-4.50315,-3.4212,-4.766,-3.0064,-5.4639,-5.4832
"6747",-5.035,-4.52915,-3.2852,-3.699,-3.6224,-5.0389,-5.0532
"6748",-5.067,-4.5831,-3.4632,-2.496,-2.9486,-5.8969,-5.8872
"6749",-5.05,-4.5861,-3.5122,-3.667,-3.2828,-4.9689,-5.6432
"6750",-4.767,-4.5891,-3.2932,-3.64085,-3.2178,-5.3869,-5.5153
"6751",-4.766,-4.5151,-3.3502,-3.84585,-3.3169,-4.8609,-5.6443
"6752",-4.92,-4.6731,-3.5042,-4.15085,-3.1234,-5.6916,-5.4152
"6753",-4.984,-4.5881,-3.4712,-4.37985,-3.2864,-5.2643,-5.006
"6754",-4.729,-4.6274,-3.47504,-4.00685,-2.8784,-4.0283,-5.243
"6755",-4.81,-4.5684,-3.45004,-4.20485,-3.4554,-4.7568,-5.635
"6756",-4.693,-4.548845,-3.33711,-4.28685,-2.8542,-3.8348,-5.53
"6757",-4.935,-4.532845,-3.4393,-5.657,-2.5252,-4.7938,-5.348
"6758",-4.9336,-4.65916,-3.4793,-4.262,-2.8192,-4.2588,-5.698
"6759",-5.0846,-4.85998,-3.44916,-5.125,-2.9225,-5.4578,-5.553
"6760",-4.8966,-4.67648,-3.51416,-5.923,-3.3615,-4.8303,-5.2495
"6761",-4.9779,-4.75048,-3.15416,-3.7156,-3.065,-4.8568,-5.3405
"6762",-5.0549,-4.73748,-3.30916,-2.6016,-2.547,-4.4508,-5.4415
"6763",-4.9308,-4.68848,-3.43316,-3.53858,-3.109,-5.0638,-5.3965
"6764",-4.9258,-4.72048,-3.13016,-8.29,-2.824,-5.4928,-5.4645
"6765",-4.9578,-4.73648,-3.3517,-8.608,-3.449,-5.2387,-5.2455
"6766",-4.9578,-4.67148,-3.4337,-6.953,-2.852,-4.8967,-5.2235
"6767",-4.9598,-4.66348,-3.5593,-7.847,-2.4113,-5.6907,-5.5775
"6768",-5.0844,-4.53248,-3.6233,-7.384,-2.4634,-5.3197,-5.3185
"6769",-5.1464,-4.5918,-3.4503,-9.486,-2.4863,-4.9507,-5.7825
"6770",-5.0147,-4.5538,-3.3843,-8.838,-2.2863,-3.9207,-5.7125
"6771",-5.1747,-4.58861,-3.3043,-1.991,-3.7451,-3.6266,-5.502
"6772",-5.0277,-4.47794,-3.5403,-3.323,-3.3411,-3.0169,-5.415
"6773",-5.0947,-4.51894,-3.1093,-2.611,-3.0141,-4.1389,-5.538
"6774",-5.0217,-4.52794,-3.1087,-2.544,-2.6181,-3.929,-5.719
"6775",-5.1347,-4.37994,-3.7957,-5.977,-2.4981,-3.5907,-5.514
"6776",-5.1062,-4.47394,-3.1867,-5.261,-3.4131,-5.1457,-5.7829
"6777",-5.0852,-4.55794,-2.8647,-5.451,-2.4691,-4.8517,-5.5719
"6778",-5.0882,-4.41394,-3.5024,-5.078,-2.6641,-4.2337,-5.5629
"6779",-5.1382,-4.38394,-3.1654,-4.517,-2.4321,-4.4017,-4.9983
"6780",-5.1432,-4.41294,-3.5785,-4.822,-2.8451,-4.9917,-5.3133
"6781",-5.1232,-4.49849,-3.2525,-4.458,-4.2121,-4.7667,-5.3053
"6782",-5.1822,-4.55049,-3.4815,-4.293,-2.5271,-5.0177,-5.6442
"6783",-5.2372,-4.59169,-3.5025,-4.1324,-3.1411,-4.8077,-5.5122
"6784",-5.3485,-4.47869,-3.3987,-4.1394,-3.2711,-4.5587,-5.6291
"6785",-5.3855,-4.48669,-3.3856,-4.0994,-3.1791,-4.77,-5.3451
"6786",-5.3415,-4.49869,-3.3847,-4.3194,-3.5549,-5.498,-5.6211
"6787",-5.3315,-4.51369,-3.7092,-6.08,-3.6899,-4.341,-4.9519
"6788",-5.3285,-4.48969,-3.6772,-5.159,-3.7989,-4.5989,-5.2492
"6789",-5.3035,-4.50269,-3.4375,-4.2247,-3.8129,-4.8316,-5.3762
"6790",-5.3775,-4.48869,-3.6924,-4.2577,-3.4959,-4.078,-5.4172
"6791",-5.1397,-4.48369,-3.6459,-4.866,-3.3369,-4.604,-5.0742
"6792",-5.2107,-4.48163,-3.7294,-2.462,-3.6609,-5.181,-4.6072
"6793",-5.1684,-4.47063,-3.4244,-4.433,-3.2719,-5.37,-4.6632
"6794",-5.1864,-4.50563,-3.4454,-3.233,-2.9822,-4.085,-4.5736
"6795",-5.1264,-4.46263,-3.0779,-3.742,-2.63,-4.159,-4.9386
"6796",-5.1414,-4.4326859,-3.6539,-3.341,-2.5207,-4.212,-5.6676
"6797",-5.1534,-4.4636859,-3.4969,-5.2872,-3.8437,-4.3977,-5.3446
"6798",-5.1674,-4.57299,-3.3169,-4.8962,-3.482,-4.6842,-5.4396
"6799",-5.2208,-4.55499,-3.3879,-3.3517,-3.0628,-5.2092,-5.1996
"6800",-5.3718,-4.5493,-3.3989,-3.2067,-3.5074,-4.7142,-5.8211
"6801",-5.4869,-4.4939,-3.3429,-7.701,-3.2594,-4.1652,-5.4302
"6802",-5.3149,-4.4969,-3.0299,-8.715,-2.379,-4.7422,-5.7888
"6803",-5.2649,-4.54659,-3.5429,-6.031,-2.4149,-4.5802,-5.9338
"6804",-5.2429,-4.6162,-3.2147,-3.339,-3.1169,-5.3972,-5.6108
"6805",-5.2775,-4.6502,-3.2987,-2.474,-3.2149,-4.7842,-5.4218
"6806",-5.2875,-4.7234,-3.2407,-6.015,-3.1909,-4.9202,-6.0168
"6807",-5.1406,-4.6884,-3.1877,-6.087,-2.9799,-4.7182,-5.9668
"6808",-5.0196,-4.5626,-3.3447,-6.194,-3.6569,-4.5072,-5.7968
"6809",-5.3609,-4.5787,-3.5787,-6.0978,-2.8749,-4.0102,-5.7048
"6810",-5.2299,-4.5757,-3.2997,-4.8251,-2.6731,-3.6459,-5.8128
"6811",-5.3621,-4.5977,-3.6787,-5.4247,-2.9631,-4.3939,-5.5828
"6812",-5.3211,-4.5657,-3.4017,-5.5097,-3.2549,-4.9409,-5.496
"6813",-5.2571,-4.5747,-3.4391,-5.6137,-3.4259,-4.8479,-5.779
"6814",-5.3061,-4.6008,-3.6081,-5.6447,-3.8429,-4.8222,-5.807
"6815",-5.2751,-4.6448,-3.5214,-4.8137,-2.9572,-4.3837,-5.232
"6816",-5.3251,-4.6068,-3.4524,-6.982,-3.1594,-4.7337,-5.573
"6817",-4.91901,-4.6178,-3.4145,-6.988,-3.2594,-5.6657,-5.231
"6818",-4.90201,-4.5958,-3.4185,-3.5127,-3.0124,-4.4737,-5.737
"6819",-4.93601,-4.5998,-3.5708,-3.3257,-2.4894,-4.5717,-5.581
"6820",-4.96501,-4.5988,-3.6854,-2.8947,-2.6324,-4.254,-5.5989
"6821",-5.03101,-4.5968,-3.4844,-3.3497,-2.1804,-3.411,-5.4209
"6822",-4.89101,-4.5838,-3.42181,-2.1907,-3.2194,-3.7513,-5.7499
"6823",-4.97001,-4.5668,-3.4982,-4.2594,-2.9534,-4.0113,-5.5409
"6824",-5.0737,-4.6255,-3.3272,-4.4414,-2.5863,-4.4643,-5.6319
"6825",-5.0795,-4.5875,-3.498,-4.7514,-3.6343,-4.5183,-5.5879
"6826",-5.08791,-4.5855,-3.355,-7.144,-2.4406,-4.3173,-5.2108
"6827",-4.99962,-4.5975,-3.341,-2.4235,-2.8626,-5.5763,-5.2248
"6828",-4.93162,-4.6285,-3.581,-2.9438,-2.9716,-4.5013,-5.5228
"6829",-4.82462,-4.6565,-3.454,-3.58172,-2.5529,-3.8043,-5.2358
"6830",-4.88862,-4.5776,-3.306,-3.92872,-3.4674,-4.0567,-5.2808
"6831",-4.85362,-4.5438,-3.23865,-4.20472,-3.4124,-3.6848,-5.3888
"6832",-5.0692,-4.5556,-3.31365,-3.7452,-3.0994,-4.0073,-5.4677
"6833",-5.0222,-4.5236,-3.27265,-3.4212,-2.8031,-4.0203,-5.4697
"6834",-4.8952,-4.6616,-3.27665,-5.1555,-2.8941,-4.1101,-5.6007
"6835",-5.0779,-4.5996,-3.22265,-3.09572,-2.6721,-3.8191,-5.7337
"6836",-4.9917,-4.6296,-3.32278,-2.78672,-2.9761,-4.3793,-5.4937
"6837",-5.0397,-4.7721,-3.34178,-3.78472,-2.9541,-4.4243,-5.831
"6838",-4.9917,-4.7121,-3.43478,-4.72572,-2.8041,-4.0403,-5.763
"6839",-4.9167,-4.8281,-3.29578,-3.68872,-2.7481,-4.1583,-5.6637
"6840",-4.71557,-4.8041,-3.33178,-5.26672,-2.5191,-3.8163,-5.6977
"6841",-4.88257,-4.7741,-3.28478,-3.36472,-3.1191,-5.684,-5.51
"6842",-4.87257,-4.7291,-3.13378,-4.373,-3.3337,-4.563,-5.754
"6843",-5.0304,-4.7251,-3.75278,-6.438,-2.8637,-4.655,-5.475
"6844",-5.0921,-4.6995,-3.47578,-5.171,-3.5717,-5.11,-5.482
